Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2011,96.438
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2013,103.213
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2014,105.820
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2015,106.328
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2016,109.085
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2017,109.863
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2018,111.064
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2019,113.937
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2020,101.778
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2021,100.129
Private nonfarm,District of Columbia,All workers,Hours worked,Index (2012=100),2022,105.158
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2007,112.995
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2008,106.689
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2009,99.072
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2010,98.861
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2011,98.901
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2013,103.967
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2014,107.962
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2015,111.496
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2016,114.740
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2017,117.202
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2018,123.018
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2019,123.597
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2020,114.868
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2021,125.597
Private nonfarm,Florida,All workers,Hours worked,Index (2012=100),2022,130.808
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2007,107.466
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2008,104.444
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2009,96.384
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2010,94.748
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2011,96.089
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2013,100.994
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2014,104.918
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2015,107.720
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2016,110.833
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2017,113.131
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2018,115.026
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2019,117.216
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2020,109.647
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2021,117.772
Private nonfarm,Georgia,All workers,Hours worked,Index (2012=100),2022,122.480
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2007,100.544
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2008,99.292
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2009,91.900
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2010,92.629
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2011,94.247
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2013,99.654
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2014,103.115
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2015,103.270
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2016,103.350
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2017,104.268
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2018,104.897
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2019,104.292
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2020,86.007
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2021,93.134
Private nonfarm,Hawaii,All workers,Hours worked,Index (2012=100),2022,100.147
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2007,111.635
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2008,107.220
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2009,96.861
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2010,96.809
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2011,99.683
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2013,101.304
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2014,104.297
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2015,108.450
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2016,109.887
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2017,116.396
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2018,120.451
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2019,123.001
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2020,124.135
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2021,132.582
Private nonfarm,Idaho,All workers,Hours worked,Index (2012=100),2022,134.286
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2007,103.672
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2008,101.361
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2009,95.653
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2010,95.632
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2011,97.612
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2013,100.228
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2014,101.864
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2015,103.446
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2016,103.357
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2017,104.197
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2018,105.162
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2019,104.608
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2020,97.493
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2021,100.568
Private nonfarm,Illinois,All workers,Hours worked,Index (2012=100),2022,102.867
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2007,106.649
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2008,102.538
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2009,95.087
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2010,96.729
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2011,98.710
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2013,101.957
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2014,104.057
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2015,106.790
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2016,107.803
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2017,109.724
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2018,110.123
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2019,112.137
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2020,105.517
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2021,112.057
Private nonfarm,Indiana,All workers,Hours worked,Index (2012=100),2022,114.611
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2007,101.155
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2008,98.883
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2009,94.100
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2010,96.249
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2011,96.791
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2013,101.000
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2014,103.953
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2015,104.615
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2016,104.447
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2017,104.819
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2018,104.314
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2019,105.714
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2020,99.482
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2021,101.544
Private nonfarm,Iowa,All workers,Hours worked,Index (2012=100),2022,102.458
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2007,102.546
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2008,103.390
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2009,97.369
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2010,94.735
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2011,96.844
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2013,99.909
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2014,101.245
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2015,102.002
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2016,99.830
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2017,101.035
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2018,101.309
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2019,102.865
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2020,96.048
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2021,98.906
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),2022,102.261
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2007,111.447
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2008,109.066
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2009,99.897
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2010,99.385
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2011,99.194
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2012,100.000
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2013,99.778
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2014,102.552
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2015,106.839
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2016,108.490
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2017,109.068
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2018,108.869
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),2019,109.911
