"Annual labor productivity by state and region, N.A. = data not available",,,,,,,,,,,,,,,,,,,,
"Data released May 25, 2023; Bureau of Labor Statistics, Office of Productivity and Technology",,,,,,,,,,,,,,,,,,,,
Sector,Area,Basis,Measure,Units,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Private nonfarm,Iowa,All workers,Hourly compensation,Index (2012=100),89.075,93.272,95.268,94.940,97.534,100.000,100.780,103.039,107.457,110.397,113.276,117.856,120.601,129.077,133.444,144.931
Private nonfarm,Iowa,All workers,Value-added output price deflator,Index (2012=100),91.094,92.468,95.931,96.184,97.296,100.000,102.094,104.397,107.052,108.825,110.051,112.629,115.172,117.631,121.226,129.337
Private nonfarm,Iowa,All workers,Labor compensation,Index (2012=100),90.104,92.230,89.647,91.378,94.404,100.000,101.788,107.112,112.417,115.307,118.734,122.940,127.492,128.409,135.505,148.493
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),103.331,101.817,97.583,95.957,97.288,100.000,99.868,102.904,110.482,111.390,113.597,111.764,113.938,115.150,116.877,118.385
Private nonfarm,Iowa,All workers,Unit labor costs,Index (2012=100),91.317,96.495,97.984,96.307,99.434,100.000,103.506,101.661,102.801,106.532,109.543,111.685,114.954,116.555,116.518,125.907
Private nonfarm,Iowa,All workers,Employment,Thousands of jobs,1388.5,1375.0,1340.7,1340.2,1350.1,1369.3,1383.6,1389.1,1420.5,1427.4,1422.1,1423.3,1440.8,1363.1,1382.4,1420.2
Private nonfarm,Iowa,All workers,Hours worked,Millions of hours,"2,376.678","2,323.284","2,210.908","2,261.393","2,274.137","2,349.533","2,373.039","2,442.412","2,457.962","2,454.010","2,462.747","2,450.881","2,483.778","2,337.373","2,385.815","2,407.279"
Private nonfarm,Iowa,All workers,Real labor compensation,Millions of 2012 dollars,"76,526.854","75,405.289","72,269.333","71,065.273","72,051.091","74,059.681","73,961.726","76,210.230","81,822.383","82,495.334","84,129.716","82,772.015","84,382.144","85,279.438","86,558.859","87,675.685"
Private nonfarm,Iowa,All workers,Value-added output,Millions of current dollars,"107,826.546","106,023.540","105,289.823","109,479.133","110,813.544","119,961.987","120,441.245","131,952.852","140,433.578","141,301.433","143,096.205","148,728.551","153,232.191","155,464.131","169,123.091","182,988.069"
Private nonfarm,Iowa,All workers,Labor compensation,Millions of current dollars,"60,744.020","62,177.409","60,435.945","61,602.858","63,642.725","67,415.413","68,620.994","72,210.201","75,786.069","77,734.360","80,045.114","82,880.569","85,949.047","86,567.579","91,350.948","100,107.119"
Private nonfarm,Iowa,All workers,Real hourly compensation,2012 dollars per hour worked,32.199,32.456,32.688,31.425,31.683,31.521,31.168,31.203,33.289,33.617,34.161,33.772,33.973,36.485,36.281,36.421
Private nonfarm,Iowa,All workers,Hourly compensation,Current dollars per hour worked,25.558,26.763,27.335,27.241,27.985,28.693,28.917,29.565,30.833,31.676,32.502,33.817,34.604,37.036,38.289,41.585
Private nonfarm,Iowa,All workers,Labor productivity,% Change from previous year,N.A.,-0.9,0.6,1.4,-0.5,1.9,-2.6,4.1,3.1,-0.9,-0.2,2.0,-0.6,5.6,3.4,0.5
Private nonfarm,Iowa,All workers,Real value-added output,% Change from previous year,N.A.,-3.1,-4.3,3.7,0.1,5.3,-1.7,7.1,3.8,-1.0,0.1,1.6,0.8,-0.7,5.6,1.4
Private nonfarm,Iowa,All workers,Hours worked,% Change from previous year,N.A.,-2.2,-4.8,2.3,0.6,3.3,1.0,2.9,0.6,-0.2,0.4,-0.5,1.3,-5.9,2.1,0.9
Private nonfarm,Iowa,All workers,Employment,% Change from previous year,N.A.,-1.0,-2.5,0.0,0.7,1.4,1.0,0.4,2.3,0.5,-0.4,0.1,1.2,-5.4,1.4,2.7
Private nonfarm,Iowa,All workers,Output per worker,% Change from previous year,N.A.,-2.2,-1.8,3.7,-0.7,3.9,-2.7,6.7,1.5,-1.5,0.5,1.5,-0.5,5.0,4.1,-1.3
Private nonfarm,Iowa,All workers,Real hourly compensation,% Change from previous year,N.A.,0.8,0.7,-3.9,0.8,-0.5,-1.1,0.1,6.7,1.0,1.6,-1.1,0.6,7.4,-0.6,0.4
Private nonfarm,Iowa,All workers,Hourly compensation,% Change from previous year,N.A.,4.7,2.1,-0.3,2.7,2.5,0.8,2.2,4.3,2.7,2.6,4.0,2.3,7.0,3.4,8.6
Private nonfarm,Iowa,All workers,Value-added output,% Change from previous year,N.A.,-1.7,-0.7,4.0,1.2,8.3,0.4,9.6,6.4,0.6,1.3,3.9,3.0,1.5,8.8,8.2
Private nonfarm,Iowa,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.5,3.7,0.3,1.2,2.8,2.1,2.3,2.5,1.7,1.1,2.3,2.3,2.1,3.1,6.7
Private nonfarm,Iowa,All workers,Labor compensation,% Change from previous year,N.A.,2.4,-2.8,1.9,3.3,5.9,1.8,5.2,5.0,2.6,3.0,3.5,3.7,0.7,5.5,9.6
Private nonfarm,Iowa,All workers,Real labor compensation,% Change from previous year,N.A.,-1.5,-4.2,-1.7,1.4,2.8,-0.1,3.0,7.4,0.8,2.0,-1.6,1.9,1.1,1.5,1.3
Private nonfarm,Iowa,All workers,Unit labor costs,% Change from previous year,N.A.,5.7,1.5,-1.7,3.2,0.6,3.5,-1.8,1.1,3.6,2.8,2.0,2.9,1.4,0.0,8.1
Private nonfarm,Kansas,All workers,Labor productivity,Index (2012=100),94.394,95.638,95.644,99.414,100.245,100.000,98.865,102.474,105.329,110.974,112.342,114.261,113.197,120.604,121.175,119.471
Private nonfarm,Kansas,All workers,Real value-added output,Index (2012=100),96.797,98.880,93.127,94.180,97.081,100.000,98.775,103.750,107.438,110.786,113.504,115.757,116.440,115.838,119.849,122.172
Private nonfarm,Kansas,All workers,Hours worked,Index (2012=100),102.546,103.390,97.369,94.735,96.844,100.000,99.909,101.245,102.002,99.830,101.035,101.309,102.865,96.048,98.906,102.261
Private nonfarm,Kansas,All workers,Employment,Index (2012=100),103.184,103.966,99.787,97.430,98.826,100.000,101.081,101.374,103.619,102.658,103.813,103.647,104.270,99.228,100.892,104.164
Private nonfarm,Kansas,All workers,Output per worker,Index (2012=100),93.810,95.108,93.326,96.665,98.234,100.000,97.718,102.343,103.686,107.917,109.336,111.684,111.672,116.739,118.789,117.288
Private nonfarm,Kansas,All workers,Real hourly compensation,Index (2012=100),104.301,104.059,103.175,104.017,102.221,100.000,102.114,101.956,107.527,108.447,109.726,109.833,109.919,118.450,117.398,114.540
Private nonfarm,Kansas,All workers,Hourly compensation,Index (2012=100),90.808,94.114,94.576,98.254,99.403,100.000,103.240,105.233,110.403,111.815,114.177,118.100,120.809,131.051,134.482,141.954
Private nonfarm,Kansas,All workers,Value-added output price deflator,Index (2012=100),91.184,92.850,94.778,95.531,97.598,100.000,101.637,103.229,104.203,104.727,106.199,108.539,110.376,111.631,116.533,125.431
Private nonfarm,Kansas,All workers,Labor compensation,Index (2012=100),93.119,97.305,92.087,93.081,96.266,100.000,103.145,106.543,112.614,111.625,115.358,119.647,124.270,125.872,133.011,145.163
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),106.956,107.587,100.460,98.541,98.994,100.000,102.020,103.225,109.680,108.263,110.862,111.271,113.068,113.769,116.114,117.130
Private nonfarm,Kansas,All workers,Unit labor costs,Index (2012=100),96.200,98.407,98.883,98.832,99.161,100.000,104.425,102.692,104.817,100.758,101.633,103.360,106.725,108.663,110.982,118.818
Private nonfarm,Kansas,All workers,Employment,Thousands of jobs,1242.1,1251.5,1201.2,1172.9,1189.7,1203.8,1216.8,1220.3,1247.4,1235.8,1249.7,1247.7,1255.2,1194.5,1214.5,1253.9
Private nonfarm,Kansas,All workers,Hours worked,Millions of hours,"2,143.960","2,161.620","2,035.727","1,980.667","2,024.744","2,090.737","2,088.824","2,116.766","2,132.598","2,087.189","2,112.375","2,118.110","2,150.629","2,008.110","2,067.863","2,138.004"
Private nonfarm,Kansas,All workers,Real labor compensation,Millions of 2012 dollars,"71,440.223","71,861.794","67,101.677","65,819.732","66,122.246","66,794.140","68,143.525","68,948.171","73,260.091","72,313.259","74,049.358","74,322.240","75,522.546","75,991.161","77,557.066","78,235.720"
Private nonfarm,Kansas,All workers,Value-added output,Millions of current dollars,"95,419.981","99,254.379","95,420.775","97,266.382","102,430.770","108,108.259","108,531.663","115,783.990","121,031.396","125,429.828","130,314.718","135,828.841","138,942.990","139,795.435","150,988.231","165,667.243"
Private nonfarm,Kansas,All workers,Labor compensation,Millions of current dollars,"58,319.199","60,940.769","57,672.967","58,295.202","60,289.855","62,628.555","64,598.338","66,726.248","70,528.407","69,909.154","72,247.216","74,932.896","77,828.462","78,831.878","83,302.887","90,913.426"
Private nonfarm,Kansas,All workers,Real hourly compensation,2012 dollars per hour worked,33.322,33.244,32.962,33.231,32.657,31.948,32.623,32.572,34.353,34.646,35.055,35.089,35.116,37.842,37.506,36.593
Private nonfarm,Kansas,All workers,Hourly compensation,Current dollars per hour worked,27.202,28.192,28.330,29.432,29.777,29.955,30.926,31.523,33.072,33.494,34.202,35.377,36.189,39.257,40.285,42.523
Private nonfarm,Kansas,All workers,Labor productivity,% Change from previous year,N.A.,1.3,0.0,3.9,0.8,-0.2,-1.1,3.7,2.8,5.4,1.2,1.7,-0.9,6.5,0.5,-1.4
Private nonfarm,Kansas,All workers,Real value-added output,% Change from previous year,N.A.,2.2,-5.8,1.1,3.1,3.0,-1.2,5.0,3.6,3.1,2.5,2.0,0.6,-0.5,3.5,1.9
Private nonfarm,Kansas,All workers,Hours worked,% Change from previous year,N.A.,0.8,-5.8,-2.7,2.2,3.3,-0.1,1.3,0.7,-2.1,1.2,0.3,1.5,-6.6,3.0,3.4
Private nonfarm,Kansas,All workers,Employment,% Change from previous year,N.A.,0.8,-4.0,-2.4,1.4,1.2,1.1,0.3,2.2,-0.9,1.1,-0.2,0.6,-4.8,1.7,3.2
Private nonfarm,Kansas,All workers,Output per worker,% Change from previous year,N.A.,1.4,-1.9,3.6,1.6,1.8,-2.3,4.7,1.3,4.1,1.3,2.1,0.0,4.5,1.8,-1.3
Private nonfarm,Kansas,All workers,Real hourly compensation,% Change from previous year,N.A.,-0.2,-0.8,0.8,-1.7,-2.2,2.1,-0.2,5.5,0.9,1.2,0.1,0.1,7.8,-0.9,-2.4
Private nonfarm,Kansas,All workers,Hourly compensation,% Change from previous year,N.A.,3.6,0.5,3.9,1.2,0.6,3.2,1.9,4.9,1.3,2.1,3.4,2.3,8.5,2.6,5.6
Private nonfarm,Kansas,All workers,Value-added output,% Change from previous year,N.A.,4.0,-3.9,1.9,5.3,5.5,0.4,6.7,4.5,3.6,3.9,4.2,2.3,0.6,8.0,9.7
Private nonfarm,Kansas,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.8,2.1,0.8,2.2,2.5,1.6,1.6,0.9,0.5,1.4,2.2,1.7,1.1,4.4,7.6
Private nonfarm,Kansas,All workers,Labor compensation,% Change from previous year,N.A.,4.5,-5.4,1.1,3.4,3.9,3.1,3.3,5.7,-0.9,3.3,3.7,3.9,1.3,5.7,9.1
Private nonfarm,Kansas,All workers,Real labor compensation,% Change from previous year,N.A.,0.6,-6.6,-1.9,0.5,1.0,2.0,1.2,6.3,-1.3,2.4,0.4,1.6,0.6,2.1,0.9
Private nonfarm,Kansas,All workers,Unit labor costs,% Change from previous year,N.A.,2.3,0.5,-0.1,0.3,0.8,4.4,-1.7,2.1,-3.9,0.9,1.7,3.3,1.8,2.1,7.1
Private nonfarm,Kentucky,All workers,Labor productivity,Index (2012=100),87.458,89.670,92.283,97.304,98.741,100.000,101.424,99.749,96.858,96.436,97.443,98.585,100.824,103.288,104.740,105.870
Private nonfarm,Kentucky,All workers,Real value-added output,Index (2012=100),97.469,97.799,92.188,96.705,97.945,100.000,101.199,102.294,103.482,104.623,106.279,107.329,110.817,108.141,114.619,116.996
Private nonfarm,Kentucky,All workers,Hours worked,Index (2012=100),111.447,109.066,99.897,99.385,99.194,100.000,99.778,102.552,106.839,108.490,109.068,108.869,109.911,104.699,109.432,110.508
Private nonfarm,Kentucky,All workers,Employment,Index (2012=100),105.696,104.776,98.684,98.521,99.368,100.000,100.513,102.430,104.788,106.773,107.862,108.500,108.293,103.516,107.681,110.977
Private nonfarm,Kentucky,All workers,Output per worker,Index (2012=100),92.216,93.342,93.417,98.157,98.568,100.000,100.683,99.868,98.754,97.987,98.533,98.920,102.331,104.468,106.443,105.423
Private nonfarm,Kentucky,All workers,Real hourly compensation,Index (2012=100),93.366,93.393,99.134,98.169,98.358,100.000,97.998,98.235,100.445,101.434,103.588,105.474,105.990,111.919,111.290,111.443
Private nonfarm,Kentucky,All workers,Hourly compensation,Index (2012=100),83.618,86.890,90.721,92.990,96.568,100.000,100.301,101.891,103.892,105.890,109.541,113.098,116.406,123.754,129.062,139.823
Private nonfarm,Kentucky,All workers,Value-added output price deflator,Index (2012=100),90.249,91.959,94.709,95.774,97.469,100.000,101.320,103.249,105.540,106.600,108.226,110.487,112.637,114.064,118.512,127.937
Private nonfarm,Kentucky,All workers,Labor compensation,Index (2012=100),93.190,94.768,90.628,92.417,95.790,100.000,100.079,104.490,110.997,114.880,119.474,123.129,127.943,129.569,141.235,154.516
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),104.053,101.861,99.031,97.565,97.565,100.000,97.781,100.741,107.314,110.046,112.981,114.829,116.495,117.178,121.787,123.154
Private nonfarm,Kentucky,All workers,Unit labor costs,Index (2012=100),95.609,96.901,98.308,95.566,97.799,100.000,98.893,102.147,107.262,109.803,112.415,114.722,115.455,119.815,123.221,132.070
Private nonfarm,Kentucky,All workers,Employment,Thousands of jobs,1691.5,1676.7,1579.2,1576.6,1590.2,1600.3,1608.5,1639.2,1676.9,1708.7,1726.1,1736.3,1733.0,1656.6,1723.2,1776.0
Private nonfarm,Kentucky,All workers,Hours worked,Millions of hours,"3,081.519","3,015.702","2,762.162","2,747.995","2,742.733","2,765.014","2,758.889","2,835.566","2,954.115","2,999.770","3,015.744","3,010.253","3,039.060","2,894.943","3,025.803","3,055.574"
Private nonfarm,Kentucky,All workers,Real labor compensation,Millions of 2012 dollars,"91,931.612","89,994.852","87,494.913","86,198.937","86,199.547","88,350.680","86,390.016","89,005.500","94,813.058","97,226.395","99,819.774","101,451.811","102,924.089","103,527.807","107,599.634","108,807.207"
Private nonfarm,Kentucky,All workers,Value-added output,Millions of current dollars,"121,161.156","123,875.606","120,258.941","127,570.329","131,493.526","137,737.870","141,229.191","145,475.589","150,431.079","153,616.519","158,427.382","163,334.661","171,925.240","169,899.330","187,099.436","206,168.026"
Private nonfarm,Kentucky,All workers,Labor compensation,Millions of current dollars,"74,555.718","75,818.447","72,506.030","73,937.596","76,635.833","80,004.083","80,067.020","83,596.624","88,802.434","91,908.549","95,583.779","98,508.377","102,360.018","103,660.765","112,993.672","123,619.006"
Private nonfarm,Kentucky,All workers,Real hourly compensation,2012 dollars per hour worked,29.833,29.842,31.676,31.368,31.428,31.953,31.313,31.389,32.095,32.411,33.100,33.702,33.867,35.762,35.561,35.609
Private nonfarm,Kentucky,All workers,Hourly compensation,Current dollars per hour worked,24.194,25.141,26.250,26.906,27.941,28.934,29.021,29.481,30.061,30.639,31.695,32.724,33.681,35.808,37.343,40.457
Private nonfarm,Kentucky,All workers,Labor productivity,% Change from previous year,N.A.,2.5,2.9,5.4,1.5,1.3,1.4,-1.7,-2.9,-0.4,1.0,1.2,2.3,2.4,1.4,1.1
Private nonfarm,Kentucky,All workers,Real value-added output,% Change from previous year,N.A.,0.3,-5.7,4.9,1.3,2.1,1.2,1.1,1.2,1.1,1.6,1.0,3.2,-2.4,6.0,2.1
Private nonfarm,Kentucky,All workers,Hours worked,% Change from previous year,N.A.,-2.1,-8.4,-0.5,-0.2,0.8,-0.2,2.8,4.2,1.5,0.5,-0.2,1.0,-4.7,4.5,1.0
Private nonfarm,Kentucky,All workers,Employment,% Change from previous year,N.A.,-0.9,-5.8,-0.2,0.9,0.6,0.5,1.9,2.3,1.9,1.0,0.6,-0.2,-4.4,4.0,3.1
Private nonfarm,Kentucky,All workers,Output per worker,% Change from previous year,N.A.,1.2,0.1,5.1,0.4,1.5,0.7,-0.8,-1.1,-0.8,0.6,0.4,3.4,2.1,1.9,-1.0
Private nonfarm,Kentucky,All workers,Real hourly compensation,% Change from previous year,N.A.,0.0,6.1,-1.0,0.2,1.7,-2.0,0.2,2.2,1.0,2.1,1.8,0.5,5.6,-0.6,0.1
Private nonfarm,Kentucky,All workers,Hourly compensation,% Change from previous year,N.A.,3.9,4.4,2.5,3.8,3.6,0.3,1.6,2.0,1.9,3.4,3.2,2.9,6.3,4.3,8.3
Private nonfarm,Kentucky,All workers,Value-added output,% Change from previous year,N.A.,2.2,-2.9,6.1,3.1,4.7,2.5,3.0,3.4,2.1,3.1,3.1,5.3,-1.2,10.1,10.2
Private nonfarm,Kentucky,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.9,3.0,1.1,1.8,2.6,1.3,1.9,2.2,1.0,1.5,2.1,1.9,1.3,3.9,8.0
Private nonfarm,Kentucky,All workers,Labor compensation,% Change from previous year,N.A.,1.7,-4.4,2.0,3.6,4.4,0.1,4.4,6.2,3.5,4.0,3.1,3.9,1.3,9.0,9.4
Private nonfarm,Kentucky,All workers,Real labor compensation,% Change from previous year,N.A.,-2.1,-2.8,-1.5,0.0,2.5,-2.2,3.0,6.5,2.5,2.7,1.6,1.5,0.6,3.9,1.1
Private nonfarm,Kentucky,All workers,Unit labor costs,% Change from previous year,N.A.,1.4,1.5,-2.8,2.3,2.3,-1.1,3.3,5.0,2.4,2.4,2.1,0.6,3.8,2.8,7.2
Private nonfarm,Louisiana,All workers,Labor productivity,Index (2012=100),99.455,100.513,104.019,108.877,103.095,100.000,96.089,96.623,96.759,97.775,97.879,97.593,96.696,97.169,96.517,90.628
Private nonfarm,Louisiana,All workers,Real value-added output,Index (2012=100),99.109,100.748,100.892,105.867,99.516,100.000,96.741,101.137,99.892,97.698,100.130,101.840,101.590,91.836,93.526,91.662
Private nonfarm,Louisiana,All workers,Hours worked,Index (2012=100),99.652,100.234,96.994,97.235,96.528,100.000,100.679,104.672,103.239,99.921,102.300,104.352,105.061,94.511,96.901,101.141
Private nonfarm,Louisiana,All workers,Employment,Index (2012=100),100.619,99.173,97.700,97.035,97.432,100.000,102.439,104.529,104.585,103.790,104.979,105.964,105.491,96.782,100.012,102.663
Private nonfarm,Louisiana,All workers,Output per worker,Index (2012=100),98.499,101.587,103.267,109.101,102.139,100.000,94.438,96.755,95.513,94.131,95.381,96.108,96.303,94.889,93.515,89.284
Private nonfarm,Louisiana,All workers,Real hourly compensation,Index (2012=100),100.973,100.426,103.323,101.798,99.593,100.000,101.505,101.663,104.794,105.332,106.069,107.873,106.527,112.647,111.261,108.065
Private nonfarm,Louisiana,All workers,Hourly compensation,Index (2012=100),89.708,92.686,94.204,96.114,97.287,100.000,102.958,104.970,107.990,110.471,110.992,113.574,114.807,122.574,127.282,133.749
Private nonfarm,Louisiana,All workers,Value-added output price deflator,Index (2012=100),87.806,91.323,85.191,90.345,97.810,100.000,100.623,101.630,99.472,97.410,101.641,106.752,105.710,103.273,114.940,128.772
Private nonfarm,Louisiana,All workers,Labor compensation,Index (2012=100),89.396,92.903,91.372,93.457,93.910,100.000,103.657,109.874,111.488,110.383,113.545,118.516,120.618,115.846,123.338,135.275
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),100.622,100.661,100.217,98.983,96.135,100.000,102.193,106.413,108.188,105.249,108.508,112.567,111.918,106.464,107.813,109.298
Private nonfarm,Louisiana,All workers,Unit labor costs,Index (2012=100),90.200,92.213,90.564,88.278,94.367,100.000,107.149,108.639,111.608,112.984,113.398,116.375,118.729,126.145,131.875,147.581
Private nonfarm,Louisiana,All workers,Employment,Thousands of jobs,1724.0,1699.2,1674.0,1662.6,1669.4,1713.4,1755.2,1791.0,1792.0,1778.3,1798.7,1815.6,1807.5,1658.3,1713.6,1759.0
Private nonfarm,Louisiana,All workers,Hours worked,Millions of hours,"3,097.384","3,115.460","3,014.761","3,022.253","3,000.284","3,108.194","3,129.284","3,253.407","3,208.856","3,105.738","3,179.684","3,243.453","3,265.507","2,937.584","3,011.877","3,143.651"
Private nonfarm,Louisiana,All workers,Real labor compensation,Millions of 2012 dollars,"98,783.113","98,821.357","98,385.775","97,174.903","94,378.485","98,172.889","100,326.084","104,468.255","106,211.041","103,326.009","106,525.682","110,510.424","109,873.392","104,518.476","105,843.456","107,300.741"
Private nonfarm,Louisiana,All workers,Value-added output,Millions of current dollars,"168,957.252","178,630.074","166,875.336","185,697.182","188,980.193","194,151.665","188,993.958","199,559.990","192,918.164","184,769.152","197,594.358","211,073.237","208,501.326","184,135.797","208,711.046","229,166.631"
Private nonfarm,Louisiana,All workers,Labor compensation,Millions of current dollars,"82,507.548","85,743.838","84,331.239","86,255.266","86,673.029","92,294.127","95,669.200","101,406.952","102,896.567","101,877.465","104,795.621","109,383.594","111,322.916","106,918.797","113,833.285","124,851.061"
Private nonfarm,Louisiana,All workers,Real hourly compensation,2012 dollars per hour worked,31.892,31.720,32.635,32.153,31.457,31.585,32.060,32.110,33.099,33.269,33.502,34.072,33.647,35.580,35.142,34.133
